name,team,position,GW,predicted_goals,minutes,raw_predicted_goals,blended_prediction,min_probability
Kyle Walker-Peters,Southampton,DEF,31,0.06,80.47619047619048,0.0001939487975174554,0.007446782664630053,0.06
Pervis Estupiñán,Brighton,DEF,31,0.06,63.42857142857143,0.0001939487975174554,0.007446782664630053,0.06
Tino Livramento,Newcastle,DEF,31,0.06,66.61904761904762,0.0001939487975174554,0.007446782664630053,0.06
Manuel Akanji,Man City,DEF,31,0.06,69.33333333333333,0.0001939487975174554,0.007446782664630053,0.06
Destiny Udogie,Spurs,DEF,31,0.06,68.0952380952381,0.0001939487975174554,0.007446782664630053,0.06
Deniz Undav,Brighton,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Marc Guéhi,Crystal Palace,DEF,31,0.06,85.71428571428571,0.0029717265752952334,0.008835671553518942,0.06
Ibrahima Konaté,Liverpool,DEF,31,0.06,56.45,0.0,0.007349808265871325,0.05645
Freddie Ladapo,Ipswich,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Ivan Toney,Brentford,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Nathan Collins,Brentford,DEF,31,0.06,90.0,0.05047136582493448,0.03258549117833857,0.06
Zach Marsh,Crystal Palace,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Emerson Palmieri dos Santos,West Ham,DEF,31,0.06,68.14285714285714,0.0007766993802680381,0.007738157956005344,0.06
Pau Torres,Aston Villa,DEF,31,0.06,73.76190476190476,0.0001939487975174554,0.007446782664630053,0.06
Max Kilman,West Ham,DEF,31,0.06,86.57142857142857,0.0020770656806343383,0.008388341106188494,0.06
Tyler Adams,Bournemouth,MID,31,0.06,28.142857142857142,0.0,0.026724673710379118,0.056285714285714286
Gabriel dos Santos Magalhães,Arsenal,DEF,31,0.06,77.52380952380952,0.01386154917100018,0.014280582851371414,0.06
Martin Sherif,Everton,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Ethan Pinnock,Brentford,DEF,31,0.06,68.57142857142857,0.0011939487975174553,0.007946782664630054,0.06
Armando Broja,Chelsea,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Daniel Muñoz,Crystal Palace,DEF,31,0.06,81.61904761904762,0.022998002494716317,0.018848809513229484,0.06
Enes Ünal,Bournemouth,FWD,31,0.06,15.714285714285714,0.003352272727272727,0.06345590588988476,0.05238095238095239
Will Lankshear,Spurs,FWD,31,0.06,0.42857142857142855,0.0,0.0617797695262484,0.04000000000000001
Dan Burn,Newcastle,DEF,31,0.06,85.71428571428571,0.0001939487975174554,0.007446782664630053,0.06
William Saliba,Arsenal,DEF,31,0.06,82.80952380952381,0.0001939487975174554,0.007446782664630053,0.06
Odsonne Edouard,Leicester,FWD,31,0.06,1.368421052631579,0.0,0.0617797695262484,0.04000000000000001
Richarlison de Andrade,Spurs,FWD,31,0.06,4.714285714285714,0.0,0.0617797695262484,0.04000000000000001
Emmanuel Dennis,Nott'm Forest,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Fábio Silva,Wolves,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Paul Onuachu,Southampton,FWD,31,0.06,15.523809523809524,0.0,0.0617797695262484,0.051746031746031755
Ola Aina,Nott'm Forest,DEF,31,0.06,86.80952380952381,0.0001939487975174554,0.007446782664630053,0.06
Vitalii Mykolenko,Everton,DEF,31,0.06,77.75,0.0007495043530730108,0.007724560442407831,0.06
Tyrick Mitchell,Crystal Palace,DEF,31,0.06,86.76190476190476,0.0001939487975174554,0.007446782664630053,0.06
Evan Ferguson,Brighton,FWD,31,0.06,10.333333333333334,0.0,0.0617797695262484,0.04000000000000001
Daniel Jebbison,Bournemouth,FWD,31,0.06,1.5714285714285714,0.0,0.0617797695262484,0.04000000000000001
Jack Clarke,Ipswich,MID,31,0.06,27.842105263157894,0.001,0.027224673710379118,0.05568421052631579
George Hirst,Ipswich,FWD,31,0.06,8.571428571428571,0.0,0.0617797695262484,0.04000000000000001
Romelu Lukaku Bolingoli,Chelsea,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Christian Eriksen,Man Utd,MID,31,0.06,29.952380952380953,0.0,0.026724673710379118,0.059904761904761905
Aaron Wan-Bissaka,West Ham,DEF,31,0.06,81.61904761904762,0.0007495043530730108,0.007724560442407831,0.06
Ali Al-Hamadi,Ipswich,FWD,31,0.06,5.9523809523809526,0.0,0.0617797695262484,0.04000000000000001
Mark O’Mahony,Brighton,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Matheus Luiz Nunes,Man City,MID,31,0.06,29.38095238095238,0.0,0.026724673710379118,0.05876190476190476
Niclas Füllkrug,West Ham,FWD,31,0.06,17.428571428571427,0.0005827505827505828,0.062071144817623686,0.05809523809523809
Dara O'Shea,Ipswich,DEF,31,0.06,83.78947368421052,0.0001939487975174554,0.007446782664630053,0.06
Ethan Wheatley,Man Utd,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Jay Stansfield,Fulham,FWD,31,0.06,0.047619047619047616,0.0,0.0617797695262484,0.04000000000000001
Nikola Milenković,Nott'm Forest,DEF,31,0.06,85.71428571428571,0.013296311712380372,0.013997964122061512,0.06
Armando Broja,Everton,FWD,31,0.06,8.666666666666666,0.0,0.0617797695262484,0.04000000000000001
Julián Álvarez,Man City,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Taiwo Awoniyi,Nott'm Forest,FWD,31,0.06,10.428571428571429,0.0015656565656565658,0.06256259780907668,0.04000000000000001
Mathias Jensen,Brentford,MID,31,0.06,29.952380952380953,0.0,0.026724673710379118,0.059904761904761905
Fabian Schär,Newcastle,DEF,31,0.06,69.85714285714286,0.002693948797517455,0.008696782664630053,0.06
Youssef Ramalho Chermiti,Everton,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
David Datro Fofana,Chelsea,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Nélson Cabral Semedo,Wolves,DEF,31,0.06,68.04761904761905,0.0001939487975174554,0.007446782664630053,0.06
Ashley Young,Everton,DEF,31,0.06,71.9,0.0001939487975174554,0.007446782664630053,0.06
Ezri Konsa Ngoyo,Aston Villa,DEF,31,0.06,77.66666666666667,0.0001939487975174554,0.007446782664630053,0.06
Noussair Mazraoui,Man Utd,DEF,31,0.06,76.19047619047619,0.0001939487975174554,0.007446782664630053,0.06
Leif Davis,Ipswich,DEF,31,0.06,90.0,0.00057856418213284,0.007639090356937745,0.06
Virgil van Dijk,Liverpool,DEF,31,0.06,90.0,0.006844922823491481,0.010772269677617066,0.06
Pedro Porro,Spurs,DEF,31,0.06,81.71428571428571,0.020126335854904514,0.017412976193323583,0.06
Joachim Andersen,Crystal Palace,DEF,31,0.06,90.0,0.0008791339827026407,0.007789375257222645,0.06
Konstantinos Mavropanos,West Ham,DEF,31,0.06,62.142857142857146,0.0,0.007349808265871325,0.06
Sepp van den Berg,Brentford,DEF,31,0.06,71.35,0.0001939487975174554,0.007446782664630053,0.06
Hwang Ui-jo,Nott'm Forest,FWD,31,0.06,0.0,0.0,0.0617797695262484,0.04000000000000001
Malo Gusto,Chelsea,DEF,31,0.06,58.95238095238095,0.0,0.007349808265871325,0.05895238095238095
Joško Gvardiol,Man City,DEF,31,0.06,83.42857142857143,0.052630515814729634,0.03366506617323614,0.06
Igor Thiago Nascimento Rodrigues,Brentford,FWD,31,0.06,6.142857142857143,0.001,0.0622797695262484,0.04000000000000001
Santiago Bueno,Wolves,DEF,31,0.05,54.76190476190476,0.001153846153846154,0.007926731342794402,0.05476190476190476
Hwang Hee-chan,Wolves,MID,31,0.05,25.714285714285715,0.0,0.026724673710379118,0.05142857142857143
Reiss Nelson,Fulham,MID,31,0.05,25.31578947368421,0.004381422924901185,0.02891538517282971,0.050631578947368416
Ross Barkley,Aston Villa,MID,31,0.05,25.904761904761905,0.005442028985507247,0.02944568820313274,0.05180952380952381
Sugawara Yukinari,Southampton,DEF,31,0.05,50.714285714285715,0.0,0.007349808265871325,0.05071428571428571
Jacob Greaves,Ipswich,DEF,31,0.05,51.42857142857143,0.0,0.007349808265871325,0.05142857142857143
Issa Diop,Fulham,DEF,31,0.05,50.714285714285715,0.0,0.007349808265871325,0.05071428571428571
Joe Willock,Newcastle,MID,31,0.05,26.095238095238095,0.0,0.026724673710379118,0.05219047619047619
Joachim Andersen,Fulham,DEF,31,0.05,52.65,0.0,0.007349808265871325,0.052649999999999995
Lesley Ugochukwu,Southampton,MID,31,0.05,26.9,0.0,0.026724673710379118,0.053799999999999994
Timo Werner,Spurs,MID,31,0.05,23.61904761904762,0.0,0.026724673710379118,0.04723809523809524
João Pedro Ferreira Silva,Nott'm Forest,MID,31,0.05,26.61904761904762,0.001,0.027224673710379118,0.05323809523809524
Matty Cash,Aston Villa,DEF,31,0.05,51.333333333333336,0.0,0.007349808265871325,0.051333333333333335
Radu Drăgușin,Spurs,DEF,31,0.05,53.095238095238095,0.0,0.007349808265871325,0.05309523809523809
Yehor Yarmoliuk,Brentford,MID,31,0.05,24.61904761904762,0.0009090909090909091,0.02717921916492457,0.04923809523809524
Kyle Walker,Man City,DEF,31,0.05,46.0,0.0,0.007349808265871325,0.046
Jarrad Branthwaite,Everton,DEF,31,0.05,49.8,0.0,0.007349808265871325,0.0498
Roméo Lavia,Chelsea,MID,31,0.05,25.238095238095237,0.002857142857142857,0.028153245138950546,0.05047619047619047
Craig Dawson,Wolves,DEF,31,0.05,46.142857142857146,0.0,0.007349808265871325,0.046142857142857145
Rodrigo Martins Gomes,Wolves,MID,31,0.05,24.952380952380953,0.0,0.026724673710379118,0.0499047619047619
Wesley Fofana,Chelsea,DEF,31,0.05,48.333333333333336,0.0,0.007349808265871325,0.04833333333333333
Jannik Vestergaard,Leicester,DEF,31,0.05,48.57142857142857,0.0,0.007349808265871325,0.04857142857142857
Rúben Gato Alves Dias,Man City,DEF,31,0.05,51.714285714285715,0.0,0.007349808265871325,0.05171428571428571
Jordan Ayew,Crystal Palace,MID,31,0.05,20.0,0.04387639443889443,0.04866287092982633,0.039999999999999994
Cristian Romero,Spurs,DEF,31,0.05,46.38095238095238,0.003181818181818182,0.008940717356780417,0.046380952380952384
Dean Huijsen,Bournemouth,DEF,31,0.05,46.19047619047619,0.005286541889483066,0.009993079210612859,0.04619047619047619
Simon Adingra,Brighton,MID,31,0.05,25.952380952380953,0.005189052795031056,0.029319200107894645,0.051904761904761905
Abdul Fatawu,Leicester,MID,31,0.05,27.428571428571427,0.0013333333333333333,0.027391340377045784,0.054857142857142854
Jack Grealish,Man City,MID,31,0.05,27.238095238095237,0.0,0.026724673710379118,0.05447619047619048
Neco Williams,Nott'm Forest,DEF,31,0.05,51.57142857142857,0.0,0.007349808265871325,0.05157142857142857
Adam Smith,Bournemouth,DEF,31,0.05,49.142857142857146,0.0,0.007349808265871325,0.04914285714285715
Álex Moreno Lopera,Nott'm Forest,DEF,31,0.04,39.4,0.0,0.007349808265871325,0.0394
Jean-Clair Todibo,West Ham,DEF,31,0.04,41.095238095238095,0.0,0.007349808265871325,0.041095238095238094
Jack Taylor,Ipswich,MID,31,0.04,17.80952380952381,0.0,0.026724673710379118,0.03561904761904762
Cameron Burgess,Ipswich,DEF,31,0.04,38.57142857142857,0.0,0.007349808265871325,0.03857142857142857
Michael Keane,Everton,DEF,31,0.04,40.5,0.0,0.007349808265871325,0.0405
Matt O'Riley,Brighton,MID,31,0.04,21.63157894736842,0.0013257575757575756,0.027387552498257906,0.043263157894736844
Micky van de Ven,Spurs,DEF,31,0.04,37.523809523809526,0.0,0.007349808265871325,0.03752380952380952
Cheick Doucouré,Crystal Palace,MID,31,0.04,21.095238095238095,0.00045454545454545455,0.026951946437651846,0.04219047619047619
Lucas Bergvall,Spurs,MID,31,0.04,17.714285714285715,0.0,0.026724673710379118,0.03542857142857143
Marcos Senesi,Bournemouth,DEF,31,0.04,43.666666666666664,0.0,0.007349808265871325,0.043666666666666666
João Félix Sequeira,Chelsea,MID,31,0.04,17.8,0.011082811813790075,0.03226607961727415,0.0356
Christopher Nkunku,Chelsea,MID,31,0.04,18.476190476190474,0.019093740427659867,0.03627154392420905,0.036952380952380945
Tommy Doyle,Wolves,MID,31,0.04,20.523809523809526,0.00045454545454545455,0.026951946437651846,0.04104761904761905
Jack Stephens,Southampton,DEF,31,0.04,37.76190476190476,0.0,0.007349808265871325,0.03776190476190476
Mats Wieffer,Brighton,MID,31,0.04,22.095238095238095,0.0,0.026724673710379118,0.04419047619047618
Mads Roerslev Rasmussen,Brentford,DEF,31,0.04,43.80952380952381,0.0,0.007349808265871325,0.043809523809523805
Diego Carlos Santos Silva,Aston Villa,DEF,31,0.04,39.42857142857143,0.0,0.007349808265871325,0.039428571428571424
Harry Maguire,Man Utd,DEF,31,0.04,38.76190476190476,0.0,0.007349808265871325,0.038761904761904754
Caleb Okoli,Leicester,DEF,31,0.04,38.04761904761905,0.0,0.007349808265871325,0.03804761904761905
Ben Brereton Díaz,Southampton,MID,31,0.04,21.238095238095237,0.00045454545454545455,0.026951946437651846,0.04247619047619047
Tim Iroegbunam,Everton,MID,31,0.04,19.05,0.0,0.026724673710379118,0.0381
Axel Tuanzebe,Ipswich,DEF,31,0.04,36.666666666666664,0.0,0.007349808265871325,0.03666666666666666
Jorge Luiz Frello Filho,Arsenal,MID,31,0.04,21.714285714285715,0.0,0.026724673710379118,0.04342857142857143
Luke Woolfenden,Ipswich,DEF,31,0.04,35.095238095238095,0.0,0.007349808265871325,0.035095238095238096
Matt Doherty,Wolves,DEF,31,0.04,42.42857142857143,0.0,0.007349808265871325,0.04242857142857143
Fábio Freitas Gouveia Carvalho,Brentford,MID,31,0.04,19.904761904761905,0.0038888888888888888,0.02866911815482356,0.03980952380952381
Igor Julio dos Santos de Paulo,Brighton,DEF,31,0.04,42.857142857142854,0.0,0.007349808265871325,0.04285714285714285
James Ward-Prowse,Nott'm Forest,MID,31,0.04,20.842105263157894,0.00045454545454545455,0.026951946437651846,0.04168421052631578
Ramón Sosa,Nott'm Forest,MID,31,0.03,10.55,0.0,0.026724673710379118,0.024
Ryan Fraser,Southampton,MID,31,0.03,15.842105263157896,0.0,0.026724673710379118,0.03168421052631579
Scott McTominay,Man Utd,MID,31,0.03,0.8095238095238095,0.0,0.026724673710379118,0.024
Diego Gómez,Brighton,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Kaden Rodney,Crystal Palace,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Asher Agbinone,Crystal Palace,MID,31,0.03,0.21052631578947367,0.0,0.026724673710379118,0.024
Chiedozie Ogbene,Ipswich,MID,31,0.03,12.473684210526315,0.0,0.026724673710379118,0.024947368421052628
Vladimír Coufal,West Ham,DEF,31,0.03,27.047619047619047,0.0019090909090909091,0.00830435372041678,0.027047619047619046
Julio Enciso,Brighton,MID,31,0.03,13.571428571428571,0.0016090367965367967,0.027529192108647516,0.027142857142857142
Jamaldeen Jimoh,Aston Villa,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Cameron Humphreys,Ipswich,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Stefan Bajčetić Maquieira,Liverpool,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Dominic Sadi,Bournemouth,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Gustavo Nunes Fernandes Gomes,Brentford,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Justin Devenny,Crystal Palace,MID,31,0.03,12.578947368421053,0.0,0.026724673710379118,0.025157894736842105
Enzo Barrenechea,Aston Villa,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Salah-Eddine Oulad M'hand,Arsenal,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Maxwel Cornet,Southampton,MID,31,0.03,3.736842105263158,0.0,0.026724673710379118,0.024
Federico Chiesa,Liverpool,MID,31,0.03,1.0,0.0,0.026724673710379118,0.024
Boubacar Traoré,Wolves,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
James Milner,Brighton,MID,31,0.03,8.047619047619047,0.0005,0.026974673710379118,0.024
Ryan Trevitt,Brentford,MID,31,0.03,0.14285714285714285,0.0,0.026724673710379118,0.024
Franco Umeh-Chibueze,Crystal Palace,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Jeremy Sarmiento Morante,Brighton,MID,31,0.03,0.38095238095238093,0.0,0.026724673710379118,0.024
Naouirou Ahamada,Crystal Palace,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
George Earthy,West Ham,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Adam Lallana,Southampton,MID,31,0.03,15.333333333333334,0.0,0.026724673710379118,0.03066666666666667
Tawanda Chirewa,Wolves,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Renato Palma Veiga,Chelsea,MID,31,0.03,8.380952380952381,0.0,0.026724673710379118,0.024
Mykhailo Mudryk,Chelsea,MID,31,0.03,6.904761904761905,0.0,0.026724673710379118,0.024
Paris Maghoma,Brentford,MID,31,0.03,6.166666666666667,0.0,0.026724673710379118,0.024
Jayce Fitzgerald,Man Utd,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
David Brooks,Bournemouth,MID,31,0.03,16.0,0.0,0.026724673710379118,0.032
Will Smallbone,Southampton,MID,31,0.03,12.714285714285714,0.0,0.026724673710379118,0.02542857142857143
Jacob Wright,Man City,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Solly March,Brighton,MID,31,0.03,0.09523809523809523,0.0,0.026724673710379118,0.024
Manor Solomon,Spurs,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Jack Fletcher,Man Utd,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Andrew Moran,Brighton,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Tyler Morton,Liverpool,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Matheus França de Oliveira,Crystal Palace,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Tony Yogane,Brentford,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Carlos Roberto Forbs Borges,Wolves,MID,31,0.03,13.055555555555555,0.0,0.026724673710379118,0.02611111111111111
Benjamin White,Arsenal,DEF,31,0.03,33.04761904761905,0.0,0.007349808265871325,0.03304761904761905
Nathan Wood-Gordon,Southampton,DEF,31,0.03,27.476190476190474,0.0,0.007349808265871325,0.027476190476190473
Reiss Nelson,Arsenal,MID,31,0.03,1.0,0.0,0.026724673710379118,0.024
Ismeal Kabia,Arsenal,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Tosin Adarabioyo,Chelsea,DEF,31,0.03,30.476190476190474,0.0,0.007349808265871325,0.030476190476190473
Lewis Miley,Newcastle,MID,31,0.03,0.8571428571428571,0.0,0.026724673710379118,0.024
Kadan Young,Aston Villa,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Ibrahim Osman,Brighton,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Raheem Sterling,Arsenal,MID,31,0.03,10.736842105263158,0.0,0.026724673710379118,0.024
Jaidon Anthony,Bournemouth,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Kamaldeen Sulemana,Southampton,MID,31,0.03,11.714285714285714,0.0,0.026724673710379118,0.024
Hamed Traorè,Bournemouth,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Samuel Iling-Junior,Aston Villa,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Giovani Lo Celso,Spurs,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Pierre-Emile Højbjerg,Spurs,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Myles Lewis-Skelly,Arsenal,MID,31,0.03,15.619047619047619,0.0,0.026724673710379118,0.03123809523809524
Pablo Sarabia,Wolves,MID,31,0.03,9.428571428571429,0.0003333333333333333,0.026891340377045783,0.024
Bryan Gil Salvatierra,Spurs,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Raheem Sterling,Chelsea,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Henry Cartwright,Leicester,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Jakub Moder,Brighton,MID,31,0.03,0.42857142857142855,0.0,0.026724673710379118,0.024
Samuel Rak-Sakyi,Chelsea,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
David Ozoh,Crystal Palace,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Kristoffer Ajer,Brentford,DEF,31,0.03,34.142857142857146,0.0,0.007349808265871325,0.03414285714285715
Danilo dos Santos de Oliveira,Nott'm Forest,MID,31,0.03,0.6666666666666666,0.0,0.026724673710379118,0.024
Lewis Orford,West Ham,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Josh Acheampong,Chelsea,DEF,31,0.03,26.666666666666668,0.0,0.007349808265871325,0.02666666666666667
Jenson Metcalfe,Everton,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Tyrique George,Chelsea,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Joseph O'Brien-Whitmarsh,Southampton,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Luca Williams-Barnett,Spurs,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Ben Winterburn,Bournemouth,MID,31,0.03,0.8888888888888888,0.0,0.026724673710379118,0.024
Treymaurice Nyoni,Liverpool,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Tom Edozie,Wolves,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
James McConnell,Liverpool,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Ben Broggio,Aston Villa,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Callum Olusesi,Spurs,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Callum Bates,Everton,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Carlos Alcaraz Durán,Southampton,MID,31,0.03,0.42857142857142855,0.0,0.026724673710379118,0.024
Oscar Bobb,Man City,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Alex Scott,Bournemouth,MID,31,0.03,12.285714285714286,0.0,0.026724673710379118,0.024571428571428574
James McAtee,Man City,MID,31,0.03,1.8571428571428572,0.0,0.026724673710379118,0.024
Min-Hyeok Yang,Spurs,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Alex Mighten,Nott'm Forest,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Chris Richards,Crystal Palace,DEF,31,0.03,33.95238095238095,0.0,0.007349808265871325,0.03395238095238095
Cesare Casadei,Chelsea,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Jaden Philogene,Aston Villa,MID,31,0.03,15.476190476190476,0.0,0.026724673710379118,0.030952380952380953
Luis Sinisterra,Bournemouth,MID,31,0.03,9.666666666666666,0.00450487012987013,0.028977108775314182,0.024
Lesley Ugochukwu,Chelsea,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Frank Onyeka,Brentford,MID,31,0.03,1.0952380952380953,0.0,0.026724673710379118,0.024
Facundo Pellistri Rebollo,Man Utd,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Ryan Manning,Southampton,DEF,31,0.03,31.80952380952381,0.0,0.007349808265871325,0.03180952380952381
Josh King,Fulham,MID,31,0.03,3.6666666666666665,0.0,0.026724673710379118,0.024
Wanya Marçal-Madivádua,Leicester,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Leander Dendoncker,Aston Villa,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Riccardo Calafiori,Arsenal,DEF,31,0.03,33.523809523809526,0.002857142857142857,0.008778379694442754,0.033523809523809525
Luke Cundle,Wolves,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Lewis O'Brien,Nott'm Forest,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Hamza Choudhury,Leicester,MID,31,0.03,6.142857142857143,0.0,0.026724673710379118,0.024
Endo Wataru,Liverpool,MID,31,0.03,2.8,0.0,0.026724673710379118,0.024
Fábio Ferreira Vieira,Arsenal,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Oliver Skipp,Spurs,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Jesurun Rak-Sakyi,Crystal Palace,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Billy Gilmour,Brighton,MID,31,0.03,4.619047619047619,0.0,0.026724673710379118,0.024
Harrison Reed,Fulham,MID,31,0.03,2.5714285714285716,0.0,0.026724673710379118,0.024
Maxwel Cornet,West Ham,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Andy Irving,West Ham,MID,31,0.03,3.9523809523809526,0.0,0.026724673710379118,0.024
Kiernan Dewsbury-Hall,Chelsea,MID,31,0.03,2.6666666666666665,0.0,0.026724673710379118,0.024
Antony Matheus dos Santos,Man Utd,MID,31,0.03,6.142857142857143,0.000625,0.027037173710379118,0.024
